meter_id_hash,service_point_id_hash,locality,zone,feeder_id_hash,dt_id_hash,consumer_category,premise_subtype,tariff_category,first30_kwh,prev30_kwh,last30_kwh,drop_first_to_last_pct,drop_prev_to_last_pct,missing_pct,outage_pct,after_hours_ratio,avg_power_factor,min_power_factor,plateau_max_run_intervals,monthly_baseline_units,sanctioned_load_kw,gruha_jyothi_eligible,solar_capacity_kw,ev_flag,occupancy_pattern,peer_group,peer_rank_first30,peer_rank_last30,peer_rank_drop_points
MTR_000064_HASH,SP_000064_HASH,Hebbal,North Circle,FDR_008_HASH,DT_0068_HASH,RESIDENTIAL,3BHK_FAMILY,LT2A_RESIDENTIAL,220.22,229.90692,226.82625,-2.99984,1.339965,0.0,0.052083,0.732884,0.959826,0.896725,2,261.1,5.0,1,3.0,0,VACANT,Hebbal|RESIDENTIAL|3BHK_FAMILY,50.0,50.0,0.0
MTR_000065_HASH,SP_000065_HASH,Peenya,North Circle,FDR_006_HASH,DT_0096_HASH,RESIDENTIAL,3BHK_FAMILY,LT2A_RESIDENTIAL,285.69208,293.83353,294.21332,-2.982666,-0.129254,0.0,0.034722,0.352164,0.959886,0.894109,2,290.68,5.0,0,0.0,0,WORKING_COUPLE,Peenya|RESIDENTIAL|3BHK_FAMILY,33.33333333333333,33.33333333333333,0.0
MTR_000066_HASH,SP_000066_HASH,Banashankari,South Circle,FDR_010_HASH,DT_0040_HASH,RESIDENTIAL,1BHK_SINGLE_OR_COUPLE,LT2A_RESIDENTIAL,15.79843,16.11663,16.0443,-1.556286,0.448806,0.0,0.069444,0.465278,0.960171,0.897158,3,15.97,1.0,0,0.0,0,VACANT,Banashankari|RESIDENTIAL|1BHK_SINGLE_OR_COUPLE,50.0,50.0,0.0
MTR_000067_HASH,SP_000067_HASH,KR Puram,East Circle,FDR_012_HASH,DT_0027_HASH,APARTMENT_COMMON_AREA,APARTMENT_COMMON_PUMP_LIFT,APARTMENT_COMMON,820.70068,826.69684,826.33386,-0.686387,0.043907,0.0,0.0,0.461836,0.909719,0.839639,1,824.78,20.0,0,0.0,0,FAMILY,KR Puram|APARTMENT_COMMON_AREA|APARTMENT_COMMON_PUMP_LIFT,50.0,100.0,-50.0
MTR_000068_HASH,SP_000068_HASH,Whitefield,East Circle,FDR_005_HASH,DT_0110_HASH,RESIDENTIAL,2BHK_SMALL_FAMILY,LT2A_RESIDENTIAL,29.71474,30.31421,30.1563,-1.485992,0.520884,0.0,0.0,0.370762,0.959751,0.889876,2,66.71,2.0,1,0.0,0,WORKING_COUPLE,Whitefield|RESIDENTIAL|2BHK_SMALL_FAMILY,10.0,10.0,0.0
MTR_000069_HASH,SP_000069_HASH,Indiranagar,East Circle,FDR_001_HASH,DT_0016_HASH,COMMERCIAL,CLINIC,LT3_COMMERCIAL,498.74997,512.59167,531.1781,-6.501881,-3.625971,0.0,0.0,0.093942,0.910078,0.844049,2,515.86,5.0,0,0.0,0,WORKING_COUPLE,Indiranagar|COMMERCIAL|CLINIC,50.0,50.0,0.0
MTR_000070_HASH,SP_000070_HASH,Rajajinagar,West Circle,FDR_011_HASH,DT_0056_HASH,RESIDENTIAL,2BHK_SMALL_FAMILY,LT2A_RESIDENTIAL,28.2234,29.16708,28.89364,-2.374762,0.9375,0.0,0.104167,0.364701,0.959941,0.894702,3,28.77,5.0,1,0.0,0,VACANT,Rajajinagar|RESIDENTIAL|2BHK_SMALL_FAMILY,28.57142857142857,28.57142857142857,0.0
MTR_000071_HASH,SP_000071_HASH,KR Puram,East Circle,FDR_012_HASH,DT_0072_HASH,APARTMENT_COMMON_AREA,GATED_COMMUNITY_COMMON_AREA,APARTMENT_COMMON,625.79626,625.49872,623.61517,0.348531,0.301127,0.0,0.0,1.44247,0.909965,0.846269,2,500.07,10.0,0,0.0,1,FAMILY,KR Puram|APARTMENT_COMMON_AREA|GATED_COMMUNITY_COMMON_AREA,100.0,100.0,0.0
MTR_000072_HASH,SP_000072_HASH,Yelahanka,North Circle,FDR_009_HASH,DT_0114_HASH,RESIDENTIAL,PG_OR_HOSTEL,LT2A_RESIDENTIAL,172.112,175.1564,174.4157,-1.338486,0.422883,0.0,0.104167,0.46437,0.960008,0.895506,2,173.79,5.0,1,0.0,0,FAMILY,Yelahanka|RESIDENTIAL|PG_OR_HOSTEL,50.0,50.0,0.0
MTR_000073_HASH,SP_000073_HASH,Domlur,East Circle,FDR_002_HASH,DT_0032_HASH,COMMERCIAL,CLINIC,LT3_COMMERCIAL,348.05106,374.39502,370.03662,-6.316764,1.164118,0.0,0.0,0.093914,0.90988,0.833193,2,366.32,5.0,0,0.0,0,WORKING_COUPLE,Domlur|COMMERCIAL|CLINIC,100.0,100.0,0.0
MTR_000074_HASH,SP_000074_HASH,Whitefield,East Circle,FDR_005_HASH,DT_0065_HASH,APARTMENT_COMMON_AREA,APARTMENT_COMMON_PUMP_LIFT,APARTMENT_COMMON,542.22107,541.75842,539.35046,0.529416,0.444471,0.0,0.0,0.462066,0.910032,0.845144,2,541.74,15.0,0,0.0,0,SENIOR_CITIZEN,Whitefield|APARTMENT_COMMON_AREA|APARTMENT_COMMON_PUMP_LIFT,20.0,20.0,0.0
MTR_000075_HASH,SP_000075_HASH,Rajajinagar,West Circle,FDR_011_HASH,DT_0071_HASH,RESIDENTIAL,3BHK_FAMILY,LT2A_RESIDENTIAL,319.104,346.5896,343.67792,-7.70091,0.840095,0.0,0.104167,0.341374,0.960238,0.896039,2,335.21,5.0,0,0.0,0,MIXED_USE,Rajajinagar|RESIDENTIAL|3BHK_FAMILY,33.33333333333333,33.33333333333333,0.0
MTR_000076_HASH,SP_000076_HASH,Domlur,East Circle,FDR_002_HASH,DT_0092_HASH,COMMERCIAL,KIRANA_RETAIL_SHOP,LT3_COMMERCIAL,236.74713,254.39824,252.60751,-6.699292,0.703906,0.0,0.138889,0.111295,0.910285,0.834181,2,249.65,3.0,0,0.0,0,FAMILY,Domlur|COMMERCIAL|KIRANA_RETAIL_SHOP,14.285714285714285,28.57142857142857,-14.285714285714285
MTR_000077_HASH,SP_000077_HASH,KR Puram,East Circle,FDR_012_HASH,DT_0042_HASH,RESIDENTIAL,2BHK_SMALL_FAMILY,LT2A_RESIDENTIAL,143.70636,153.31267,152.81641,-6.339348,0.323692,0.0,0.0,0.359235,0.959808,0.889891,2,149.33,5.0,1,0.0,0,FAMILY,KR Puram|RESIDENTIAL|2BHK_SMALL_FAMILY,50.0,50.0,0.0
MTR_000078_HASH,SP_000078_HASH,Indiranagar,East Circle,FDR_001_HASH,DT_0016_HASH,PUBLIC_LIGHTING,STREET_LIGHTING_FEED,PUBLIC_LIGHTING,863.34204,870.30591,866.31909,-0.344829,0.458094,0.0,0.0,1.940178,0.859752,0.793576,2,866.13,5.0,0,0.0,0,WORKING_COUPLE,Indiranagar|PUBLIC_LIGHTING|STREET_LIGHTING_FEED,100.0,100.0,0.0
MTR_000079_HASH,SP_000079_HASH,Indiranagar,East Circle,FDR_001_HASH,DT_0091_HASH,COMMERCIAL,SALON,LT3_COMMERCIAL,389.11844,335.63556,270.57623,30.464299,19.383919,0.0,0.0,0.150601,0.910039,0.842741,2,402.55,5.0,0,0.0,0,WORKING_COUPLE,Indiranagar|COMMERCIAL|SALON,50.0,50.0,0.0
MTR_000080_HASH,SP_000080_HASH,Jayanagar,South Circle,FDR_015_HASH,DT_0120_HASH,COMMERCIAL,SMALL_OFFICE,LT3_COMMERCIAL,642.00195,508.30072,377.85779,41.143826,25.662551,0.0,0.069444,0.120321,0.910045,0.830748,2,668.62,8.0,0,0.0,0,MIXED_USE,Jayanagar|COMMERCIAL|SMALL_OFFICE,100.0,66.66666666666666,33.33333333333334
MTR_000081_HASH,SP_000081_HASH,KR Puram,East Circle,FDR_012_HASH,DT_0117_HASH,COMMERCIAL,RESTAURANT_CAFE,LT3_COMMERCIAL,768.04492,809.28198,811.68433,-5.681882,-0.296849,0.0,0.0,0.227396,0.909966,0.820793,2,794.69,5.0,0,0.0,0,WORKING_COUPLE,KR Puram|COMMERCIAL|RESTAURANT_CAFE,50.0,100.0,-50.0
MTR_000082_HASH,SP_000082_HASH,Hebbal,North Circle,FDR_008_HASH,DT_0098_HASH,COMMERCIAL,SMALL_OFFICE,LT3_COMMERCIAL,270.22913,211.54715,201.276,25.516541,4.855253,0.0,0.052083,0.142102,0.910145,0.838345,2,279.55,5.0,0,0.0,0,WORKING_COUPLE,Hebbal|COMMERCIAL|SMALL_OFFICE,100.0,100.0,0.0
MTR_000083_HASH,SP_000083_HASH,Whitefield,East Circle,FDR_005_HASH,DT_0050_HASH,RESIDENTIAL,3BHK_FAMILY,LT2A_RESIDENTIAL,305.70746,324.22144,322.28781,-5.423601,0.59639,0.0,0.0,0.347252,0.959764,0.891873,2,316.22,5.0,0,0.0,0,WORKING_COUPLE,Whitefield|RESIDENTIAL|3BHK_FAMILY,25.0,50.0,-25.0
MTR_000084_HASH,SP_000084_HASH,Peenya,North Circle,FDR_006_HASH,DT_0036_HASH,SMALL_INDUSTRY,WELDING_WORKSHOP,LT5_SMALL_INDUSTRY,1133.37915,1133.21484,1179.75354,-4.091692,-4.106785,0.0,0.138889,0.147969,0.795595,0.638253,2,1151.44,15.0,0,0.0,0,FAMILY,Peenya|SMALL_INDUSTRY|WELDING_WORKSHOP,33.33333333333333,33.33333333333333,0.0
MTR_000085_HASH,SP_000085_HASH,Hebbal,North Circle,FDR_008_HASH,DT_0053_HASH,RESIDENTIAL,3BHK_FAMILY,LT2A_RESIDENTIAL,44.21469,46.74254,46.76812,-5.775068,-0.054728,0.0,0.121528,0.347749,0.960086,0.884833,2,45.8,5.0,0,0.0,0,VACANT,Hebbal|RESIDENTIAL|3BHK_FAMILY,33.33333333333333,33.33333333333333,0.0
MTR_000086_HASH,SP_000086_HASH,Electronic City,South Circle,FDR_007_HASH,DT_0052_HASH,SMALL_INDUSTRY,WELDING_WORKSHOP,LT5_SMALL_INDUSTRY,1601.17639,1636.46252,1659.1947,-3.62348,-1.389105,0.0,0.069444,0.145663,0.82441,0.640647,2,1635.45,25.0,0,0.0,0,FAMILY,Electronic City|SMALL_INDUSTRY|WELDING_WORKSHOP,100.0,100.0,0.0
MTR_000087_HASH,SP_000087_HASH,Domlur,East Circle,FDR_002_HASH,DT_0002_HASH,COMMERCIAL,KIRANA_RETAIL_SHOP,LT3_COMMERCIAL,294.00104,301.60895,311.30841,-5.886841,-3.215907,0.0,0.0,0.111373,0.909826,0.844151,2,303.59,5.0,0,0.0,0,FAMILY,Domlur|COMMERCIAL|KIRANA_RETAIL_SHOP,57.14285714285714,71.42857142857143,-14.285714285714292
MTR_000088_HASH,SP_000088_HASH,Whitefield,East Circle,FDR_005_HASH,DT_0095_HASH,RESIDENTIAL,3BHK_FAMILY,LT2A_RESIDENTIAL,332.35138,344.54517,342.05649,-2.920135,0.722308,0.0,0.0,0.351867,0.959912,0.878763,2,339.09,5.0,0,0.0,0,FAMILY,Whitefield|RESIDENTIAL|3BHK_FAMILY,75.0,75.0,0.0
MTR_000089_HASH,SP_000089_HASH,Electronic City,South Circle,FDR_007_HASH,DT_0037_HASH,COMMERCIAL,KIRANA_RETAIL_SHOP,LT3_COMMERCIAL,391.29199,411.56802,418.81958,-7.03505,-1.761934,0.0,0.069444,0.11118,0.910035,0.848569,2,406.35,5.0,0,0.0,0,WORKING_COUPLE,Electronic City|COMMERCIAL|KIRANA_RETAIL_SHOP,100.0,100.0,0.0
MTR_000090_HASH,SP_000090_HASH,Indiranagar,East Circle,FDR_001_HASH,DT_0046_HASH,RESIDENTIAL,2BHK_SMALL_FAMILY,LT2A_RESIDENTIAL,2.13867,2.15734,2.15404,-0.718855,0.152953,0.0,0.069444,0.371188,0.959533,0.880999,6,17.91,5.0,1,0.0,0,VACANT,Indiranagar|RESIDENTIAL|2BHK_SMALL_FAMILY,16.666666666666664,33.33333333333333,-16.666666666666664
MTR_000091_HASH,SP_000091_HASH,Hebbal,North Circle,FDR_008_HASH,DT_0038_HASH,SMALL_INDUSTRY,GARMENT_UNIT,LT5_SMALL_INDUSTRY,2065.646,2102.52026,2133.47363,-3.283604,-1.472203,0.0,0.15625,0.150706,0.859614,0.790765,2,2104.96,15.0,0,0.0,0,WORKING_COUPLE,Hebbal|SMALL_INDUSTRY|GARMENT_UNIT,100.0,100.0,0.0
MTR_000092_HASH,SP_000092_HASH,Whitefield,East Circle,FDR_005_HASH,DT_0050_HASH,RESIDENTIAL,4BHK_VILLA_HIGH_LOAD,LT2A_RESIDENTIAL,487.45239,540.99225,539.01184,-10.57733,0.36607,0.0,0.0,0.318546,0.959821,0.890334,2,519.17,5.0,1,0.0,0,MIXED_USE,Whitefield|RESIDENTIAL|4BHK_VILLA_HIGH_LOAD,100.0,100.0,0.0
MTR_000093_HASH,SP_000093_HASH,Whitefield,East Circle,FDR_005_HASH,DT_0110_HASH,RESIDENTIAL,1BHK_SINGLE_OR_COUPLE,LT2A_RESIDENTIAL,96.92354,84.96931,78.0,19.524193,8.202155,0.0,0.0,0.401211,0.959792,0.888215,2,75.97,1.0,1,0.0,0,FAMILY,Whitefield|RESIDENTIAL|1BHK_SINGLE_OR_COUPLE,100.0,100.0,0.0
MTR_000094_HASH,SP_000094_HASH,Electronic City,South Circle,FDR_007_HASH,DT_0082_HASH,RESIDENTIAL,PG_OR_HOSTEL,LT2A_RESIDENTIAL,300.96497,305.51044,303.98334,-1.002898,0.499852,0.0,0.0,0.46372,0.959955,0.893847,2,303.26,8.0,1,0.0,0,FAMILY,Electronic City|RESIDENTIAL|PG_OR_HOSTEL,100.0,100.0,0.0
MTR_000095_HASH,SP_000095_HASH,Whitefield,East Circle,FDR_005_HASH,DT_0095_HASH,COMMERCIAL,KIRANA_RETAIL_SHOP,LT3_COMMERCIAL,214.28497,223.50417,231.71579,-8.134409,-3.674036,0.0,0.0,0.111472,0.909827,0.843565,2,223.89,5.0,0,0.0,0,WORKING_COUPLE,Whitefield|COMMERCIAL|KIRANA_RETAIL_SHOP,100.0,100.0,0.0
MTR_000096_HASH,SP_000096_HASH,Domlur,East Circle,FDR_014_HASH,DT_0059_HASH,RESIDENTIAL,4BHK_VILLA_HIGH_LOAD,LT2A_RESIDENTIAL,389.65463,409.23709,410.0285,-5.2287,-0.193387,0.451389,0.0,0.718397,0.960101,0.890278,2,471.8,8.0,1,5.0,0,FAMILY,Domlur|RESIDENTIAL|4BHK_VILLA_HIGH_LOAD,100.0,100.0,0.0
MTR_000097_HASH,SP_000097_HASH,KR Puram,East Circle,FDR_012_HASH,DT_0102_HASH,SMALL_INDUSTRY,GARMENT_UNIT,LT5_SMALL_INDUSTRY,1411.44055,1427.01416,1448.354,-2.615303,-1.495419,0.0,0.104167,0.150456,0.859826,0.783635,2,1432.73,15.0,0,0.0,0,FAMILY,KR Puram|SMALL_INDUSTRY|GARMENT_UNIT,100.0,100.0,0.0
MTR_000098_HASH,SP_000098_HASH,Indiranagar,East Circle,FDR_013_HASH,DT_0013_HASH,RESIDENTIAL,2BHK_SMALL_FAMILY,LT2A_RESIDENTIAL,91.0574,92.17859,91.51747,-0.505259,0.717214,0.0,0.0,0.758179,0.959928,0.861416,2,107.28,3.0,0,3.0,0,FAMILY,Indiranagar|RESIDENTIAL|2BHK_SMALL_FAMILY,83.33333333333334,100.0,-16.666666666666657
MTR_000099_HASH,SP_000099_HASH,Koramangala,South Circle,FDR_004_HASH,DT_0079_HASH,SMALL_INDUSTRY,MACHINE_SHOP,LT5_SMALL_INDUSTRY,2740.58057,2419.44189,2209.63867,19.373336,8.671555,0.0,0.0,0.212126,0.859864,0.794378,1,2832.87,30.0,0,0.0,0,VACANT,Koramangala|SMALL_INDUSTRY|MACHINE_SHOP,100.0,100.0,0.0
MTR_000100_HASH,SP_000100_HASH,Indiranagar,East Circle,FDR_001_HASH,DT_0061_HASH,RESIDENTIAL,PG_OR_HOSTEL,LT2A_RESIDENTIAL,241.95802,217.47144,219.9384,9.100596,-1.134386,0.0,0.034722,0.436448,0.959652,0.888001,2,249.93,3.0,0,0.0,0,MIXED_USE,Indiranagar|RESIDENTIAL|PG_OR_HOSTEL,100.0,100.0,0.0
MTR_000101_HASH,SP_000101_HASH,Koramangala,South Circle,FDR_004_HASH,DT_0064_HASH,COMMERCIAL,RESTAURANT_CAFE,LT3_COMMERCIAL,809.7738,838.47034,868.86292,-7.29699,-3.624765,0.0,0.0,0.227699,0.910119,0.838619,2,841.67,8.0,0,0.0,0,FAMILY,Koramangala|COMMERCIAL|RESTAURANT_CAFE,50.0,50.0,0.0
MTR_000102_HASH,SP_000102_HASH,Rajajinagar,West Circle,FDR_011_HASH,DT_0101_HASH,COMMERCIAL,CLINIC,LT3_COMMERCIAL,617.021,440.94321,291.98877,52.677661,33.780867,0.0,0.104167,0.217494,0.909691,0.840573,2,608.31,3.0,0,0.0,0,FAMILY,Rajajinagar|COMMERCIAL|CLINIC,100.0,33.33333333333333,66.66666666666667
MTR_000103_HASH,SP_000103_HASH,Banashankari,South Circle,FDR_010_HASH,DT_0040_HASH,RESIDENTIAL,1BHK_SINGLE_OR_COUPLE,LT2A_RESIDENTIAL,144.89603,127.23712,116.72701,19.440852,8.26026,0.0,0.069444,0.401066,0.959855,0.891295,2,149.65,1.0,1,0.0,0,WORKING_COUPLE,Banashankari|RESIDENTIAL|1BHK_SINGLE_OR_COUPLE,100.0,75.0,25.0
MTR_000104_HASH,SP_000104_HASH,KR Puram,East Circle,FDR_012_HASH,DT_0117_HASH,RESIDENTIAL,1BHK_SINGLE_OR_COUPLE,LT2A_RESIDENTIAL,46.56702,46.89877,46.6794,-0.241332,0.467748,0.0,0.0,0.464748,0.960089,0.890948,2,46.7,2.0,1,0.0,0,FAMILY,KR Puram|RESIDENTIAL|1BHK_SINGLE_OR_COUPLE,33.33333333333333,33.33333333333333,0.0
MTR_000105_HASH,SP_000105_HASH,Rajajinagar,West Circle,FDR_011_HASH,DT_0011_HASH,RESIDENTIAL,1BHK_SINGLE_OR_COUPLE,LT2A_RESIDENTIAL,190.18353,196.70186,194.43198,-2.233865,1.153971,0.0,0.173611,0.458658,0.959898,0.895526,2,193.71,1.0,1,0.0,0,FAMILY,Rajajinagar|RESIDENTIAL|1BHK_SINGLE_OR_COUPLE,100.0,100.0,0.0
MTR_000106_HASH,SP_000106_HASH,Hebbal,North Circle,FDR_008_HASH,DT_0113_HASH,APARTMENT_COMMON_AREA,GATED_COMMUNITY_COMMON_AREA,APARTMENT_COMMON,1811.87866,1810.15698,1802.16284,0.536229,0.441627,0.0,0.052083,0.462506,0.910127,0.845744,2,1811.48,30.0,0,0.0,0,FAMILY,Hebbal|APARTMENT_COMMON_AREA|GATED_COMMUNITY_COMMON_AREA,100.0,100.0,0.0
MTR_000107_HASH,SP_000107_HASH,KR Puram,East Circle,FDR_012_HASH,DT_0027_HASH,SMALL_INDUSTRY,SMALL_PACKAGING_UNIT,LT5_SMALL_INDUSTRY,1473.35864,1457.48108,1506.79541,-2.269425,-3.383531,0.0,0.0,0.152259,0.859893,0.787513,2,1490.8,20.0,0,0.0,0,FAMILY,KR Puram|SMALL_INDUSTRY|SMALL_PACKAGING_UNIT,100.0,100.0,0.0
MTR_000108_HASH,SP_000108_HASH,Hebbal,North Circle,FDR_008_HASH,DT_0098_HASH,RESIDENTIAL,4BHK_VILLA_HIGH_LOAD,LT2A_RESIDENTIAL,305.38037,331.24002,330.06384,-8.082861,0.355083,0.0,0.052083,0.323385,0.959845,0.888747,2,320.94,5.0,0,0.0,0,FAMILY,Hebbal|RESIDENTIAL|4BHK_VILLA_HIGH_LOAD,50.0,100.0,-50.0
MTR_000109_HASH,SP_000109_HASH,Whitefield,East Circle,FDR_005_HASH,DT_0020_HASH,COMMERCIAL,RESTAURANT_CAFE,LT3_COMMERCIAL,611.65625,623.88757,644.19958,-5.320527,-3.255717,0.0,0.0,0.22769,0.909887,0.839997,2,629.74,8.0,0,0.0,0,WORKING_COUPLE,Whitefield|COMMERCIAL|RESTAURANT_CAFE,100.0,100.0,0.0
MTR_000110_HASH,SP_000110_HASH,Rajajinagar,West Circle,FDR_011_HASH,DT_0026_HASH,COMMERCIAL,SALON,LT3_COMMERCIAL,399.96466,410.39938,424.08392,-6.030348,-3.334445,0.0,0.104167,0.104708,0.90999,0.847578,2,413.02,5.0,0,0.0,0,FAMILY,Rajajinagar|COMMERCIAL|SALON,50.0,50.0,0.0
MTR_000111_HASH,SP_000111_HASH,Rajajinagar,West Circle,FDR_011_HASH,DT_0116_HASH,RESIDENTIAL,2BHK_SMALL_FAMILY,LT2A_RESIDENTIAL,272.29114,280.45389,277.31207,-1.843958,1.120261,0.0,0.104167,0.364626,0.959943,0.890585,2,276.61,2.0,1,0.0,0,FAMILY,Rajajinagar|RESIDENTIAL|2BHK_SMALL_FAMILY,100.0,100.0,0.0
MTR_000112_HASH,SP_000112_HASH,Banashankari,South Circle,FDR_010_HASH,DT_0055_HASH,RESIDENTIAL,2BHK_SMALL_FAMILY,LT2A_RESIDENTIAL,65.98453,68.05267,67.5546,-2.379449,0.7319,0.0,0.0,0.364167,0.959812,0.89609,24,67.28,3.0,1,0.0,0,FAMILY,Banashankari|RESIDENTIAL|2BHK_SMALL_FAMILY,62.5,62.5,0.0
MTR_000113_HASH,SP_000113_HASH,Whitefield,East Circle,FDR_005_HASH,DT_0095_HASH,RESIDENTIAL,2BHK_SMALL_FAMILY,LT2A_RESIDENTIAL,195.5442,197.50516,196.97575,-0.732085,0.268045,0.0,0.0,0.369933,0.959693,0.894664,2,196.46,3.0,0,0.0,0,FAMILY,Whitefield|RESIDENTIAL|2BHK_SMALL_FAMILY,70.0,70.0,0.0
MTR_000114_HASH,SP_000114_HASH,Hebbal,North Circle,FDR_008_HASH,DT_0008_HASH,RESIDENTIAL,1BHK_SINGLE_OR_COUPLE,LT2A_RESIDENTIAL,91.95327,92.72977,94.0,-2.225837,-1.369822,0.0,0.052083,0.400206,0.960114,0.897155,2,95.0,1.5,1,0.0,0,LOW_USE_GJ_ELIGIBLE,Hebbal|RESIDENTIAL|1BHK_SINGLE_OR_COUPLE,45.0,45.0,0.0
MTR_000115_HASH,SP_000115_HASH,Peenya,North Circle,FDR_006_HASH,DT_0096_HASH,RESIDENTIAL,1BHK_SINGLE_OR_COUPLE,LT2A_RESIDENTIAL,15.51932,15.62468,15.54051,-0.136519,0.538719,0.0,0.034722,0.465056,0.959789,0.888619,3,15.57,1.0,1,0.0,0,VACANT,Peenya|RESIDENTIAL|1BHK_SINGLE_OR_COUPLE,100.0,100.0,0.0
MTR_000116_HASH,SP_000116_HASH,Koramangala,South Circle,FDR_004_HASH,DT_0079_HASH,SMALL_INDUSTRY,MACHINE_SHOP,LT5_SMALL_INDUSTRY,1643.70227,1666.1731,1690.62085,-2.854445,-1.4673,0.0,0.0,0.140882,0.859715,0.79558,1,1670.94,25.0,0,0.0,0,WORKING_COUPLE,Koramangala|SMALL_INDUSTRY|MACHINE_SHOP,50.0,50.0,0.0
MTR_000117_HASH,SP_000117_HASH,Whitefield,East Circle,FDR_005_HASH,DT_0020_HASH,APARTMENT_COMMON_AREA,APARTMENT_COMMON_PUMP_LIFT,APARTMENT_COMMON,896.66809,892.27197,891.34277,0.593901,0.104139,0.0,0.0,0.460652,0.910024,0.847144,2,894.43,20.0,0,0.0,0,FAMILY,Whitefield|APARTMENT_COMMON_AREA|APARTMENT_COMMON_PUMP_LIFT,40.0,40.0,0.0
MTR_000118_HASH,SP_000118_HASH,Domlur,East Circle,FDR_002_HASH,DT_0107_HASH,SMALL_INDUSTRY,COLD_STORAGE,LT5_SMALL_INDUSTRY,2989.26074,3173.49658,3296.36987,-10.273749,-3.871858,0.0,0.0,0.532066,0.860023,0.785725,2,3163.07,30.0,0,0.0,0,SENIOR_CITIZEN,Domlur|SMALL_INDUSTRY|COLD_STORAGE,100.0,100.0,0.0
MTR_000119_HASH,SP_000119_HASH,Hebbal,North Circle,FDR_008_HASH,DT_0053_HASH,COMMERCIAL,RESTAURANT_CAFE,LT3_COMMERCIAL,629.80859,666.69031,660.64716,-4.896497,0.906441,0.0,0.121528,0.228153,0.90971,0.826003,2,658.76,8.0,0,0.0,0,MIXED_USE,Hebbal|COMMERCIAL|RESTAURANT_CAFE,100.0,100.0,0.0
MTR_000120_HASH,SP_000120_HASH,Peenya,North Circle,FDR_006_HASH,DT_0111_HASH,SMALL_INDUSTRY,WELDING_WORKSHOP,LT5_SMALL_INDUSTRY,1272.73438,1234.87622,1275.46997,-0.214938,-3.287273,0.0,0.034722,0.14727,0.859722,0.78783,2,1278.44,20.0,0,0.0,0,FAMILY,Peenya|SMALL_INDUSTRY|WELDING_WORKSHOP,100.0,100.0,0.0
MTR_000121_HASH,SP_000121_HASH,Banashankari,South Circle,FDR_010_HASH,DT_0115_HASH,RESIDENTIAL,2BHK_SMALL_FAMILY,LT2A_RESIDENTIAL,74.75945,75.66359,75.53443,-1.03663,0.1707,0.0,0.0,0.369816,0.95968,0.894791,2,75.23,2.0,1,0.0,0,MIXED_USE,Banashankari|RESIDENTIAL|2BHK_SMALL_FAMILY,75.0,75.0,0.0
MTR_000122_HASH,SP_000122_HASH,Domlur,East Circle,FDR_014_HASH,DT_0089_HASH,COMMERCIAL,SMALL_OFFICE,LT3_COMMERCIAL,316.63086,334.97058,338.45068,-6.89125,-1.038928,0.0,0.0,0.119752,0.909722,0.839255,2,329.77,8.0,0,0.0,0,WORKING_COUPLE,Domlur|COMMERCIAL|SMALL_OFFICE,66.66666666666666,83.33333333333334,-16.666666666666686
MTR_000123_HASH,SP_000123_HASH,Domlur,East Circle,FDR_014_HASH,DT_0089_HASH,COMMERCIAL,KIRANA_RETAIL_SHOP,LT3_COMMERCIAL,416.20093,297.3681,196.93921,52.681699,33.772585,0.0,0.0,0.142647,0.909933,0.833677,2,410.29,5.0,0,0.0,0,FAMILY,Domlur|COMMERCIAL|KIRANA_RETAIL_SHOP,100.0,14.285714285714285,85.71428571428572
MTR_000124_HASH,SP_000124_HASH,Indiranagar,East Circle,FDR_013_HASH,DT_0028_HASH,COMMERCIAL,SMALL_OFFICE,LT3_COMMERCIAL,569.64551,350.65601,230.67624,59.5053,34.215803,0.0,0.0,0.148665,0.910168,0.84205,2,561.31,8.0,0,0.0,0,MIXED_USE,Indiranagar|COMMERCIAL|SMALL_OFFICE,100.0,33.33333333333333,66.66666666666667
MTR_000125_HASH,SP_000125_HASH,KR Puram,East Circle,FDR_012_HASH,DT_0042_HASH,RESIDENTIAL,2BHK_SMALL_FAMILY,LT2A_RESIDENTIAL,176.61113,177.82614,176.26395,0.196581,0.878496,0.0,0.0,114.056656,0.959839,0.89025,5,48.43,5.0,1,0.0,1,VACANT,KR Puram|RESIDENTIAL|2BHK_SMALL_FAMILY,90.0,80.0,10.0
MTR_000126_HASH,SP_000126_HASH,Banashankari,South Circle,FDR_010_HASH,DT_0085_HASH,RESIDENTIAL,2BHK_SMALL_FAMILY,LT2A_RESIDENTIAL,44.43292,46.23607,46.2055,-3.989329,0.066128,0.0,0.0,0.364916,0.959985,0.88464,2,101.06,3.0,0,0.0,0,FAMILY,Banashankari|RESIDENTIAL|2BHK_SMALL_FAMILY,25.0,25.0,0.0
MTR_000127_HASH,SP_000127_HASH,Electronic City,South Circle,FDR_007_HASH,DT_0007_HASH,RESIDENTIAL,1BHK_SINGLE_OR_COUPLE,LT2A_RESIDENTIAL,34.04618,34.44298,34.28911,-0.713512,0.446748,0.0,0.0,0.465168,0.9601,0.889272,2,34.23,2.0,1,0.0,0,FAMILY,Electronic City|RESIDENTIAL|1BHK_SINGLE_OR_COUPLE,50.0,50.0,0.0
